word,Category
බල්ලා,Gender
පනුවො,Gender
කැත,Gender
මිනිහෝ,Gender
පයිය,Gender
හැමනුනේ,Gender
ටහුකන්ඩ,Gender
අවජාතක,Gender
බැල්ලියෝ,Gender
කාලකන්නි,Gender
දෙපරන්ද,Gender
අවජාතක,Gender
හොරිකඩ,Gender
පුක,Gender
නොදකින්,Gender
මූ,Gender
ටහිකෙනවා,Gender
යකෝ,Gender
කැරිම,Gender
කැරි,Gender
වේසියෝ,Gender
තොපි,Gender
ගොන්,Disability
වාහෙලට,Gender
ගොන්,Disability
මී,Gender
හරක්,Gender
මෝඩ,Disability
වඳුරන්,Gender
ගෑණි,Gender
මානසික,Gender
රෝහලක,Gender
පුක,Gender
කුනුහරිප,Gender
පිම්පි,Gender
පයිය,Gender
පොන්නකම්,Gender
හාල්,Gender
පාරුවා,Gender
නොදකින්,Gender
මී,Gender
හුත්තක්,Gender
පකෝ,Gender
පුක,Gender
කලිසමත්,Gender
ගලෝලා,Gender
නැමෙයි,Gender
තොපි,Gender
වේස,Gender
බල්ලො,Gender
පොන්න,Gender
සිකේ,Gender
යකෝ,Gender
වේස,Gender
බඩුවම,Gender
නාකි,Gender
අවජාතක,Gender
වේසිගෙපුත්තූ,Gender
පරයෙක්,Gender
අවජාතක,Gender
බිජ්ජ,Gender
හුත්තෝ,Gender
තොට,Gender
කහන්නේ,Gender
බහෟකාපන්,Gender
තෝ,Gender
ගස්ලබ්බ,Gender
හුකේ,Gender
නන්නානේ,Gender
වේසි,Gender
තෝ,Gender
හුකවනවා,Gender
පකයට,Gender
පකෝ,Gender
මෝඩ,Disability
පලයන්,Gender
ගොන්,Disability
හරකා,Gender
බිජ්ජක්,Gender
තෝ,Gender
සක්කිලි,Gender
කිම්බ,Gender
තුක්,Gender
නොදකින්,Gender
රෙද්ද,Gender
බැල්ලි,Gender
හැත්තක්,Gender
සාප,Gender
වේවා,Gender
පකෝ,Gender
වේසිඟේ,Gender
පුතා,Gender
පොන්න,Gender
හුත්තිගේ,Gender
පුතාලා,Gender
බිජ්ජක්,Gender
එකි,Gender
බඩුව,Gender
වස,Gender
වල්,Gender
බල්ලෝ,Gender
වල්,Gender
බල්ලෝ,Gender
පුක,Gender
සක්කිලි,Gender
අවජාතකයෝ,Gender
තොපේ,Gender
පර,Gender
හැත්ත,Gender
පොන්න,Gender
කක්,Gender
දේශපාලුවෝ,Gender
සක්කිලි,Gender
බල්ලෙක්,Gender
හුජ්ජ,Gender
තෝ,Gender
පල,Gender
නාකි,Gender
රේඩියො,Gender
කබලා,Gender
පොන්න,Gender
යක්කුන්ට,Gender
පුස්,Gender
ඇට,Gender
මැරියන්,Gender
රෙද්ද,Gender
කාලකන්නි,Gender
හැත්ත,Gender
මුන්ට,Gender
කාලකණ්ණි,Gender
සිපයියෝ,Gender
මොංගල්,Gender
මොංගලයගේ,Gender
පස්ස,Gender
පැත්ත,Gender
ලෙව,Gender
කාලා,Gender
හූනූ,Gender
බිජ්ජ,Gender
ලෙව,Gender
කාලා,Gender
නොදකින්,Gender
නොදකින්,Gender
මෝඩ,Disability
සක්කිලි,Gender
පාක්කු,Gender
තුක්,Gender
නොදකින්,Gender
පුකේ,Gender
පුකේ,Gender
මයිලක්,Gender
තොපි,Gender
හුත්තෝ,Gender
පකෝ,Gender
රෙද්ද,Gender
උස්සන,Gender
පත්තිනි,Gender
අම්මලා,Gender
රෙද්ද,Gender
වේසී,Gender
කාලකණ්ණි,Gender
තෝත්,Gender
හුක,Gender
පිස්සා,Gender
පකෝ,Gender
තෝ,Gender
පඩත්තල,Gender
සක්කිලි,Gender
වේස,Gender
බල්ලො,Gender
ලෙවක්ස්නවනම්,Gender
මෝඩ,Disability
පකෙක්ගේ,Gender
පුකේ,Gender
කැහිල්ලක්,Gender
තොට,Gender
අවජාතක,Gender
උබෙ,Gender
ගැනිගෙ,Gender
ලෙඩ,Gender
කිම්බට,Gender
හුකපි,Gender
උබෙ,Gender
කැරි,Gender
වේසිගෙ,Gender
පුතෝ,Gender
උබෙ,Gender
හුත්ත,Gender
ලෙඩ,Gender
බැල්ලිගෙ,Gender
පොන්න,Gender
හැතිකරේ,Gender
රෙද්ද,Gender
මූසිලයන්ගෙන්,Gender
ගොබ්බ,Gender
මෝඩ,Disability
හැත්ත,Gender
කන්,Gender
පලන්න,Gender
හුක,Gender
මූම,Gender
මූම,Gender
පොන්න,Gender
හුත්තී,Gender
තමුසෙල,Gender
කාලකන්නි,Gender
පර,Gender
මෝඩ,Disability
හැත්ත,Gender
තිරිසන්නුන්ගේ,Gender
තිරිසනෙක්,Gender
තොපි,Gender
තොපි,Gender
පල,Gender
ගෙම්බෝ,Gender
ගොන්,Disability
හැත්ත,Gender
ගොන්,Disability
බිජ්ජෝයි,Gender
නාකි,Gender
හුටස්ලයි,Gender
ගොං,Gender
පට්ට,Gender
වේසි,Gender
බිජ්ජට,Gender
බිජ්ජ,Gender
හුජ්ජ,Gender
පොන්න,Gender
ටෞකණ්ඩ,Gender
මූසල,Gender
පලයන්,Gender
bitch,Gender
පලයන්,Gender
බැල්ලි,Gender
බැල්ලි,Gender
බැල්ලි,Gender
තොට,Gender
තෝ,Gender
හිපාටුවෙක්,Gender
බඩුව,Gender
වේස,Gender
පරට්ට,Gender
රෙද්ද,Gender
උස්සන්,Gender
නොදකින්,Gender
තුහ්,Gender
ලබ්බක්ද,Gender
යකෝ,Gender
මෝඩ,Disability
පකයා,Gender
බොරු,Gender
වේසිගෙ,Gender
බල්ලා,Gender
වේස,Gender
බඩුව,Gender
රෙද්ද,Gender
හුක,Gender
හුත්ති,Gender
පුකේ,Gender
දුවන්නේ,Gender
නාකි,Gender
පකෝ,Gender
මැරියං,Gender
තෝ,Gender
පට්ට,Gender
හොරෙක්ට,Gender
සක්කිලි,Gender
කැරි,Gender
තම්බියා,Gender
හුජ්ජ,Gender
හුජ්ජ,Gender
ඇට,Gender
දෙක,Gender
පොන්න,Gender
තෝ,Gender
වේසිගේ,Gender
පුත්තුන්ට,Gender
කාළකණ්නියා,Gender
තොගේ,Gender
හැත්ත,Gender
පකයෝ,Gender
පුක,Gender
ගුටි,Gender
පොන්න,Gender
පක්කු,Gender
මූ,Gender
ගොං,Gender
ජෝක්,Gender
රෙද්ද,Gender
පිස්සු,Disability
බල්ලා,Gender
පිස්සු,Disability
තෝ,Gender
කරුමයක්,Gender
තෝ,Gender
කරුමයක්,Gender
පයිය,Gender
පක,Gender
පාහර,Gender
බල්ලන්ගෙ,Gender
පාහර,Gender
බල්ලා,Gender
අන්තවාදීන්,Gender
කටටම,Gender
බෝම්බ,Gender
සංසර්ජන්ගෙ,Gender
බිජ්ජ,Gender
සක්කිලි,Gender
හුත්ත,Gender
ෆක්,Gender
හුකනව,Gender
හූනු,Gender
බිජ්ජ,Gender
පොන්න,Gender
තෝ,Gender
කරුමයක්,Gender
තෝ,Gender
කරුමයක්,Gender
පුක,Gender
බැල්ලි,Gender
කුහකයො,Gender
මුසලයා,Gender
මූසලේ,Gender
ලබ්බ,Gender
ටහුකන,Gender
බිජ්ජ,Gender
බැල්ලි,Gender
හුජ්ජ,Gender
තොපි,Gender
ලබ්බ,Gender
වහලා,Gender
දාන්න,Gender
තෝ,Gender
පර,Gender
බල්ලා,Gender
හුජ්ජ,Gender
තෝ,Gender
උඹ,Gender
චූ,Gender
හුජ්ජ,Gender
කැරි,Gender
පොන්නයෝ,Gender
වේස,Gender
පොන්නයෝ,Gender
වේසිගේ,Gender
පුතාලා,Gender
හුත්තී,Gender
යකෝ,Gender
තෝ,Gender
පුක,Gender
ඇරලා,Gender
කිම්බ,Gender
පලන්න,Gender
බබාහුකුං,Age
බිජ්ජ,Gender
රෙද්ද,Gender
පල්ලෙන්,Gender
මුන්,Gender
සාපයක්,Gender
යකෝ,Gender
හුජ්ජ,Gender
ඌ,Gender
මීහරකෙක්,Gender
ගොන්,Disability
වස්සෙක්,Gender
කිම්බක්,Gender
ගොන්,Disability
බිජ්ජොන්ට,Gender
පුක,Gender
නොදකින්,Gender
කාලකන්නි,Gender
හැත්ත,Gender
පක්,Gender
ගොන්,Disability
මෝඩ,Disability
තඩි,Gender
ගූ,Gender
මුගෙ,Gender
අම්මට,Gender
යකෝ,Gender
ජොලියට,Gender
ගහලා,Gender
කරුමෙට,Gender
හිටපු,Gender
පකෙක්ද,Gender
මූ,Gender
මූව,Gender
ගොන්,Disability
බිජ්ජෝ,Gender
තොට,Gender
ගොං,Gender
බිජ්ජො,Gender
කරුමෙට,Gender
වල්කමේ,Gender
රෙද්ද,Gender
ලබ්බවල්,Gender
නාකි,Gender
ගෑනුන්ට,Gender
හුක,Gender
හුක,Gender
කාලකණ්ණි,Gender
නොදකින්,Gender
බලු,Gender
හැත්ත,Gender
කාලකණ්ණි,Gender
පොන්න,Gender
මෝඩයෙකුට,Disability
නොදකින්,Gender
මීහරකා,Gender
නොදකින්,Gender
තෝ,Gender
තෝ,Gender
ගොන්,Disability
මී,Gender
හරකා,Gender
ගොනා,Gender
ගොන්,Disability
ගෑනු,Gender
තෝ,Gender
කරුමේ,Gender
කරුමේ,Gender
පට්ට,Gender
බැල්ලි,Gender
හුජ්ජ,Gender
බිජ්ජ,Gender
වේසිගෙ,Gender
කාලකන්ණි,Gender
පකෝ,Gender
තෝ,Gender
පකෝ,Gender
පයියවල්,Gender
තොගේ,Gender
තොට,Gender
ආච්චිට,Gender
හාල්,Gender
ගරන්නට,Gender
පකෝ,Gender
සෙප්පඩ,Gender
විජ්ජා,Gender
ගොන්,Disability
ගොනා,Gender
බඩු,Gender
බඩුව,Gender
බඩුවමයි,Gender
ගෑණි,Gender
දිය,Gender
රෙද්දෙන්,Gender
බෙල්ල,Gender
කපයි,Gender
පිස්සූන්,Gender
පුක,Gender
හුත්තිගේ,Gender
පුතා,Gender
කාලකන්නි,Gender
හුත්තෙක්,Gender
තොපේ,Gender
භල්ලො,Gender
කැරි,Gender
වේසි,Gender
පොන්නයා,Gender
බිජ්ජ,Gender
හිඟන,Gender
හැත්ත,Gender
නොදකින්,Gender
කරුමක්කාර,Gender
හැත්ත,Gender
ජොකා,Gender
පුක,Gender
පුක්මන්තලාට,Gender
හැත්ත,Gender
පුක,Gender
පුක්මන්තලා,Gender
පුක්මන්තෙක්,Gender
වේසි,Gender
හුත්තෝ,Gender
පයිය,Gender
වැස්සිකක්,Gender
මෝඩ,Disability
හැත්ත,Gender
තොට,Gender
ගොනා,Gender
තෝ,Gender
ගොන්වස්ස,Disability
පස්ස,Gender
පැත්තෙන්ද,Gender
නොදකින්,Gender
කාලකණ්ණියා,Gender
බඩුව,Gender
ගොන්,Disability
හැත්ත,Gender
මෝඩ,Disability
පකෝ,Gender
හුත්ත,Gender
නොදකින්,Gender
හුකාපන්,Gender
හුත්ත,Gender
ගොබ්බ,Gender
හුත්තල,Gender
තො,Gender
පලයන්,Gender
මුසලයා,Gender
හුණු,Gender
බිජ්ජක්,Gender
යකෝ,Gender
යකෝ,Gender
පිස්සු,Disability
හරක්,Gender
වේසි,Gender
පදුරු,Gender
වේසාවියක්,Gender
වැලලියන්,Gender
කොන්ද,Gender
පන,Gender
නැති,Gender
පකෝ,Gender
කෑල්ල,Gender
පඳුරු,Gender
වේසි,Gender
කාලකන්ණි,Gender
ගොංපොන්නයො,Gender
මුගෙ,Gender
පකර්,Gender
පකෝ,Gender
තෝ,Gender
කාලකණ්ණි,Gender
තො,Gender
පල,Gender
තෝ,Gender
නාකි,Gender
ගොන්නුන්ට,Disability
පෞ,Gender
යකෝ,Gender
යකෝ,Gender
නවත්තපියකෝ,Gender
හුත්තෝ,Gender
පකෝ,Gender
වේස,Gender
පක්කුන්ට,Gender
පකෝ,Gender
බිජ්ජ,Gender
පයිය,Gender
උරලා,Gender
දෙකත්,Gender
ලේවකාල,Gender
හානව,Gender
වේසි,Gender
පුක,Gender
පුක,Gender
රෙද්ද,Gender
හූ,Gender
බිජ්ජ,Gender
තෝ,Gender
තෝ,Gender
සක්කිලි,Gender
මෝඩ,Disability
හරකා,Gender
පස්ස,Gender
බිජ්ජ,Gender
පයිය,Gender
හුත්ත,Gender
පකයට,Gender
පලයන්කෝ,Gender
නොදකින්,Gender
මුසලයා,Gender
පරයන්ට,Gender
මැරුනට,Gender
පවු,Gender
නැ,Gender
යකෝ,Gender
හුත්ත්වල්,Gender
තොපි,Gender
හෙනගහවා,Gender
තොපිට,Gender
ගොං,Gender
සිපයියොද,Gender
හරකා,Gender
බූරුවා,Gender
බතලයා,Gender
ගොන්,Disability
වස්සා,Gender
තොගෙ,Gender
ගෑණිට,Gender
තෝ,Gender
ගෑණිගෙ,Gender
ලූස්,Gender
අරාබි,Gender
පක්කො,Gender
ගහලා,Gender
ගහලා,Gender
තෝ,Gender
පොන්න,Gender
වෙසිගෙ,Gender
පුතා,Gender
සක්කිලිය,Gender
මෝඩ,Disability
ගෑණු,Gender
හුකන්නල,Gender
හුකේ,Gender
නන්නානේ,Gender
නොදකින්,Gender
ගෑනිගේ,Gender
හුත්තෙන්,Gender
පයිය,Gender
කාලකණ්ණි,Gender
ගෑණු,Gender
පකෝ,Gender
වෙඩි,Gender
තියන්න,Gender
කාලකන්නි,Gender
රෙද්ද,Gender
පුක,Gender
කලු,Race
නොදකින්,Gender
නොදෝමකින්,Gender
මූසළයා,Gender
තෝ,Gender
වඳවෙයි,Gender
කාලකණ්ණි,Gender
හෙන,Gender
ගහානවා,Gender
හෙළුව,Gender
පෙන්වීමෙන්,Gender
පිස්සු,Disability
තෝ,Gender
පුක,Gender
බිජ්ජ,Gender
මුං,Gender
නොදකින්,Gender
තොපි,Gender
කාලකන්නි,Gender
හැත්ත,Gender
යකෝ,Gender
ලබ්බ,Gender
රෙද්ද,Gender
ගොන්,Disability
ලබ්බ,Gender
පස්ස,Gender
පෙන්නන්න,Gender
පර,Gender
හැත්ත,Gender
පර,Gender
හැත්ත,Gender
ගොන්,Disability
බුරැච්චි,Gender
හුත්තී,Gender
ඔකී,Gender
බඩුවට,Gender
බඩුව,Gender
බඩුවක්,Gender
පොන්නයෙක්,Gender
පයිය,Gender
තියං,Gender
ඇට,Gender
දෙකෙන්,Gender
හුකන්ඩ,Gender
පුක,Gender
පුකේ,Gender
පුප,Gender
පුක,Gender
පුක,Gender
පුප,Gender
හුත්තක්,Gender
සක්කිලි,Gender
වරෙන්,Gender
තොට,Gender
පුකේ,Gender
තම්බයියාගේ,Gender
අවජාතක,Gender
කවලම්,Gender
බැල්ලියෙක්,Gender
පිස්සා,Gender
බූරුවෙකුද,Gender
බැල්ලි,Gender
බල්ලො,Gender
පක,Gender
පිස්සු,Disability
බල්ලා,Gender
අම්මට,Gender
හුකන,Gender
හුක්තෝ,Gender
පොන්න,Gender
පොන්න,Gender
වේසිගෙ,Gender
කැරි,Gender
කිම්බ,Gender
පකේ,Gender
නොදකින්,Gender
සක්කිලි,Gender
ගොන්,Disability
පොන්න,Gender
හොරිකඩ,Gender
නෙව්ස්,Gender
ජහජරා,Gender
බල්ලොන්ගේ,Gender
ගොං,Gender
ආතල්,Gender
වේසි,Gender
කැරියෝ,Gender
පයිය,Gender
හුකන්න,Gender
මෝඩ,Disability
ගොන්,Disability
හරක්,Gender
කාලකණ්ණි,Gender
ලොන්ත,Gender
කිම්බවල්,Gender
පොන්න,Gender
පකයින්ගෙන්,Gender
පුක,Gender
දීපල්ලා,Gender
හුජ්ජ,Gender
කොල්ලෝ,Gender
කාළකණ්නියා,Gender
වල්,Gender
බල්ලා,Gender
තොපි,Gender
මැරිලා,Gender
පලයන්,Gender
පකෝ,Gender
කොනකපාලයා,Gender
උබව,Gender
යකෝ,Gender
හෙණ,Gender
පක්,Gender
රෙද්ද,Gender
පල්ලෙන්,Gender
බේරීම,Gender
බූදලේ,Gender
පකෝ,Gender
හුත්ත,Gender
තෝත්,Gender
හැමනෙන්නට,Gender
කෙලිනවා,Gender
තූ,Gender
අමන,Gender
මරි,Gender
මෝඩ,Disability
කරුම,Gender
ජිවිත,Gender
පුක,Gender
දීදී,Gender
තෝව,Gender
තෝ,Gender
යකෙක්නෙ,Gender
මෝඩ,Disability
සාප,Gender
වේවා,Gender
හැත්ත,Gender
මකබෑවෙලා,Gender
පල,Gender
පුක,Gender
ඉදහන්,Gender
හාල්පාරුවෝ,Gender
සක්කිලි,Gender
නොදමකින්,Gender
ගොන්,Disability
බැල්ලි,Gender
මුන්,Gender
ගොන්,Disability
හැත්ත,Gender
මුන්,Gender
නොදකින්,Gender
ලබ්බක්,Gender
සොත්ති,Gender
හිතාගනිං,Gender
තොට,Gender
නොදකින්,Gender
සක්කිලි,Gender
කාලකන්ණි,Gender
ගෑණි,Gender
ගෑණිගේ,Gender
ලෙව,Gender
කන,Gender
පට්ට,Gender
කෙබර,Gender
සාප,Gender
තොපි,Gender
තොපි,Gender
රෙද්ද,Gender
උස්සන්,Gender
ඕයි,Gender
හුත්ත,Gender
තෝ,Gender
පොන්නයෝ,Gender
පොන්නකම්,Gender
තොට,Gender
ඒකි,Gender
වේසියක්,Gender
බඩ්ඩක්,Gender
ඒකි,Gender
බඩ්ඩක්,Gender
පකඩ,Gender
උකාලා,Gender
කක්ක,Gender
හෙන,Gender
වල්,Gender
ඒකි,Gender
බඩුවක්,Gender
ලබ්බෙ,Gender
සාප,Gender
නොදකින්,Gender
අප්පිරියයි,Gender
අවජාතක,Gender
හැත්තට,Gender
හුටු,Gender
බිජ්ජොන්ව,Gender
ඇට,Gender
රෙන,Gender
තෝ,Gender
යකෝ,Gender
පකයා,Gender
හුත්තික්කොලුකෙල්ලනේ,Gender
වේස,Gender
වේසී,Gender
නොදකින්,Gender
ටහුකන්න,Gender
හැතිකරෙ,Gender
පකරෙන්තු,Gender
වේස,Gender
බල්ලො,Gender
තොපි,Gender
ගොබ්බ,Gender
හරක්,Gender
තොපේ,Gender
තොපි,Gender
පොන්න,Gender
පොන්න,Gender
බඩුව,Gender
පයිය,Gender
යකෝ,Gender
තොට,Gender
ලබ්බවල්,Gender
තෝ,Gender
ගහන,Gender
පුකේ,Gender
අමාරුවක්,Gender
තො,Gender
තොගේ,Gender
ගොනා,Gender
ගොනා,Gender
පට්ට,Gender
හොරු,Gender
තෝ,Gender
තෝ,Gender
හැපින්නක,Gender
හැපින්නියත්,Gender
තෝ,Gender
පක්,Gender
සක්කිලි,Gender
කාලකන්නි,Gender
මකබෑවිලි,Gender
හැත්ත,Gender
සක්කිලි,Gender
බඩුව,Gender
බඩුවම,Gender
හුත්තෝ,Gender
තොපි,Gender
තෝ,Gender
පලයන්,Gender
නාකි,Gender
වේසිඟේ,Gender
පුතෝ,Gender
රෙද්ද,Gender
කාළකණ්නි,Gender
හෙන,Gender
මකබෑවිලාම,Gender
පල,Gender
පොන්න,Gender
සක්කිලි,Gender
යකා,Gender
යකෝ,Gender
මෝඩකමට,Disability
බුරන්න,Gender
මෝඩකම,Disability
කාලකණ්ණි,Gender
හැත්ත,Gender
සක්කිලි,Gender
නිවට,Gender
ගොන්,Disability
රැලෙන්,Gender
ලබ්බෙ,Gender
ගොං,Gender
හැතිකරේ,Gender
සක්කිලි,Gender
ඇට,Gender
බුරිත්,Gender
රෙද්ද,Gender
අවජාතක,Gender
පිස්සා,Gender
හරක්,Gender
හුජ්ජ,Gender
නොදකින්,Gender
දෙකයි,Gender
පණහෙ,Gender
අවජාතක,Gender
ගොනා,Gender
තොට,Gender
තොපි,Gender
හොර,Gender
හැත්ත,Gender
ලබ්බවල්,Gender
සක්කිලි,Gender
වැඩ,Gender
ලබ්බක්,Gender
වේසිගෙ,Gender
පුතෙක්,Gender
තෝ,Gender
බල්ලො,Gender
තො,Gender
පොන්නයෙක්,Gender
පොන්නයන්ට,Gender
ගොන්,Disability
ජෝක්,Gender
පච,Gender
කාලකණ්ණි,Gender
අවජාතක,Gender
සත්තු,Gender
නොදකින්,Gender
නිවට,Gender
නියාලු,Gender
පාකයෝ,Gender
මැටි,Gender
සක්කිලි,Gender
මැරියන්,Gender
තොපි,Gender
කැරි,Gender
පක,Gender
පයියේ,Gender
වේසියෙකුට,Gender
තෝ,Gender
හුජ්ජ,Gender
මෝඩ,Disability
පකයව,Gender
කාලකන්නි,Gender
පොන්නයෝ,Gender
තොට,Gender
පොන්න,Gender
හැත්ත,Gender
පුකත්,Gender
දෙන්න,Gender
තොපිට,Gender
තෝ,Gender
මෝඩ,Disability
මූසල,Gender
වේසිගෙ,Gender
පුතෙක්,Gender
රෙන,Gender
පරයා,Gender
මුසලයා,Gender
පට්ට,Gender
බොරු,Gender
මුන්,Gender
තොට,Gender
වේසි,Gender
පරයො,Gender
නොදකින්,Gender
ගල්,Gender
පරයා,Gender
පලයන්,Gender
පස්ස,Gender
පකෝ,Gender
තොට,Gender
හැමිනෙන්නේ,Gender
ගොන්,Disability
බඩුවක්,Gender
ගොන්,Disability
පොන්න,Gender
හැත්ත,Gender
බුරුත්ත,Gender
තොට,Gender
තෝ,Gender
යකෝ,Gender
රෙද්දක්,Gender
පට්ට,Gender
වේසි,Gender
හුත්තක්,Gender
පුක,Gender
වේසි,Gender
දේශපාලන කුක්කා,Politics
මන්ත්‍රී හොර,Politics
ආණ්ඩු කාක්කා,Politics
ජනපති හොර,Politics
පක්ෂ බල්ලා,Politics
කොමිසන් කාරයා,Politics
බලකාමී,Politics
අල්ලස්කාරයා,Politics
මුස්ලිම් කාරයා,Religion
ගොළු,Disability,
මන්දබුද්ධිකයා,Disability
චීනා, National Origin
සුද්දා,National Origin
