offensive_words,count
හුකාගන්නෙ,1
දානවා,1
රෙද්දටම,1
බඩුකාරයෙක්,1
නරුමයෝ,1
කාලකන්ණියෙක්,1
කම්බ,1
කම්,1
තවුසේට,1
තවුසේ,1
පාරෙරෙනවුන්,1
වෙවුලන,1
සක්කිලිම,1
රෙද්දම,1
රෙන්,1
නාකියායෝ,1
ගැනියේ,1
ඇබලයෝ,1
හුකන්නම්,1
වෙX,1
ඕන,1
එලවන්න,1
අන්තවාදියන්ව,1
හෙනේ,1
හුයන්නකුත්,1
කරුමයක්ද,1
බැල්ලියොත්,1
ලබ්බන්ට,1
සිපයියන්,1
පලයල්,1
ශාපවේවා,1
පුකකට,1
හැමිනියන්,1
ගිලිනව,1
පම්කුනේ,1
සැමන්,1
පැටවු,1
කැටයම්,1
කාලකන්නයි,1
වලපල්ලට,1
වසලයන්ට,1
මල්ට්ප්ල්ග්,1
තොනෙ,1
පකටම,1
හමුනන්න,1
වඳයි,1
බුරුත්තම,1
උගුඩුවෝ,1
රට,1
හම්බයෙක්,1
වේXගෙ,1
බිජ්ජන්ට,1
හුකමො,1
පකයිලා,1
මුඩුක්කු,1
වහල්භාවය,1
පරගෑණුන්ට,1
ඉරන්,1
ලොන්තපෝල්,1
තොම්පලේ,1
කටේ,1
ගහන්,1
ගහන්නෙපැයි,1
මරන්නෙ,1
හැමින්නෙන්න,1
හුකෝලා,1
බැසිලයා,1
වල්පකයෙක්,1
බැල්ලීගේ,1
බස්සො,1
බම්බුවක්ද,1
කටුමාරිස්ලට,1
මේවේසියන්ට,1
කෙල්ලේ,1
තොටයි,1
බල්ල,1
පුතාව,1
කපනවයි,1
බෙබදු,1
අම්මගෙර්,1
කොටියා,1
වස්තියා,1
මූසලයි,1
පොල්ල,1
තොගේම,1
කලකනි,1
වැහි,1
අගමැටි,1
සුනඛයින්,1
නපුන්සකයින්,1
හුකාන්,1
විකාරකාරයො,1
පරයගෙන්,1
ජංගියත්,1
බිජ්ජව,1
bitches,1
පලයවු,1
මකබෑ,1
බතලියක්,1
උස්සං,1
පූස්,1
ජතියක්,1
ජරාම,1
ගෝන්,1
මන්දමානසිකයින්,1
පම්කයා,1
මුන්ටත්,1
එකේකෞත්තවල්,1
බස්සා,1
කැරපොත්තා,1
වේසිගෙපුතාලා,1
ඩබල්,1
නම්බොත්,1
හුජජ,1
බයියන්ගෙ,1
ගොලු,1
මැඩි,1
උගුස්සගෙ,1
හම්පඩ,1
පලයන්කො,1
ගොබ්බන්ට,1
මල්,1
කටා,1
ලැට්,1
මීමා,1
නොදකු,1
ෆුකක්,1
කමක්,1
උගත්,1
ලබ්බකට,1
හෑයියා,1
කක්කුසියේ,1
බර,1
විකෘති,1
ජාන,1
හුකන්නලාට,1
අම්බ,1
වත්,1
කෙහෙල්,1
බල්ලොත්,1
පඹයා,1
කැඳයා,1
රිලවො,1
කොළුකාරයගෙ,1
පුකේඉදන්පිස්සු,1
වේසියෙ,1
තෝට,1
නෙමෙයිනේ,1
ගහ,1
කාළකන්නියො,1
ලබ්බට,1
මෝඩයයා,1
ලොම්බා,1
පකො,1
කියවපන්,1
ලබ්බද,1
අවලං,1
බල්ලට,1
ටෞකන,1
කොල්ලෙක්ලු,1
නූගත්තු,1
පුකේද,1
කෙලින,1
වගේ,1
බල්ලියෝන්,1
තම්බින්ට,1
වෙස්සි,1
තලාගන්නැතිව,1
හොම්බ,1
නොදොකින්,1
ඇමිණින්න,1
උත්තෝ,1
ගහද්දි,1
කාලකණ්ණිකම්,1
පකඩයෝ,1
පව්කාර,1
ගොංමංපිල,1
ගොංවංශ,1
මකබෑවියං,1
ජාවාරම්,1
ඔකුන්,1
හුම්කන්නා,1
තම්බියෙක්වත්,1
හැමණුනා,1
කිම්බකට,1
පාලුවෝ,1
අම්බලං,1
පැත්තෙ,1
නාකිච්චි,1
මුස්පේන්තුවා,1
කැම්රි,1
හැමිනෙන්නත්,1
නාකියත්,1
රෙවිල,1
ගුටිත්,1
කොරවක්,1
ආණ්ඩුවට,1
ගනිකාව,1
ගොන,1
කුහකයෝනේ,1
වේසියෙර්,1
කෙළින,1
හතයි,1
ගෝතයෝ,1
ගොංනේ,1
නිවටයන්ගේ,1
පණ,1
සිකයියෙක්ට,1
හුකාන,1
ගෙම්බෙක්,1
පරට්ටී,1
සක්කිලියන්ගේ,1
වලලියන්,1
බුරුවො,1
පුතානෝ,1
ගොනෙක්,1
කැරියගෙ,1
ඕකගෙන්,1
රෙද්දයි,1
හුජ්ජයි,1
පොන්නයින්ටම,1
පිස්සියක්,1
පොරක්,1
බඩුවගෙ,1
පකෑලා,1
බැල්ලියනේ,1
පුක්කි,1
අප්පිරියත්,1
විඳවපිය,1
ලෑලි,1
සක්කිලිට,1
මූසලයෝ,1
සෙත්තපෝච්චි,1
පයියේය,1
සක්කිලියො,1
පුකෙන්ද,1
පරපුටුවා,1
මැරියන්කෝ,1
මේකිට,1
නෙදකු,1
සුද්දන්ට,1
අනාථ,1
පරයින්ගෙන්,1
බෙටි,1
තිරිසං,1
පැත්තට,1
හුත්තලටනන්,1
බලුවැඩ,1
වද,1
බිජ්ජක්වත්,1
නඩ,1
චීවර,1
ලේ,1
බිජ්ජන්ගෙ,1
තන්දෙක,1
පැණියොත්,1
සෙවළ,1
බේරෙ,1
සික්,1
රස්තියදු,1
කුක්කොද,1
ටෙෳකන්න,1
හුකනෝ,1
සෙද්ද,1
පුතාලව,1
සුප්පපන්,1
ලොල්ල,1
රීගෙන,1
රියල්,1
පිච්චන්ම,1
හරක්ද,1
හුත්තනෙ,1
බිජ්ජකි,1
හූණු,1
කුක්කෙක්,1
කාළකන්ණියා,1
ෂෝ,1
හුකාපිය,1
උත්තක්නෙ,1
බුරැවො,1
හැමිනෙන්නෙපා,1
මැරිලම,1
ලොන්තයෙක්,1
මන්ධබුද්ධික,1
නපුන්සකයින්ට,1
සංකර,1
සෙවල,1
පරයයෙක්,1
කබ්බොන්ව,1
මඩකරි,1
බුදියගනින්,1
පරයන්,1
උලමා,1
තකතීරු,1
දේශපාළුවොද,1
වෙනව,1
හිඟන්නෙක්,1
හිඟන්නා,1
ගන්න,1
හරාම්,1
හරකාගේ,1
නාකිය,1
හුට්ටප්පරේ,1
වේසාවියොයි,1
තුත්තිරි,1
ගොටුකොළ,1
හුකන්නැතුව,1
පයින්,1
හිවලො,1
හෙනගහනවා,1
ගහප්,1
කැම්පස්,1
පංකාවේ,1
තොපිලගෙ,1
වාසල,1
මොක්කුද,1
පරගැති,1
වුණ,1
කෙළවෙලා,1
කල්ල,1
අසහන,1
චලකයෝ,1
හිගන්නොද,1
කපන්න්,1
වසල,1
පුතාගෙන්,1
පොන්නද,1
හු•තො,1
මුසලෙ,1
ලොල්ලො,1
අම්මටහුඩු,1
මරන්නෝන,1
මහපරයලා,1
ගොම්මං,1
බුරුවා,1
හුත්තික්කෙල්ල,1
පොන්නයෙක්නෙ,1
මගුල,1
හිටපං,1
බයි,1
කල්ලතෝනින්ට,1
ගලට,1
කිම්බගෙ,1
කුපේ,1
බල්ලව,1
මුන්ගෙ,1
පුතාලාද,1
කාලකණ්ණිය,1
සිඹින්නෙක්,1
වාචාලයා,1
පකේලා,1
ජංගියා,1
වේසම,1
ජාතිවාදීයා,1
බඩගෝස්තරවාදීන්,1
වහල්ලූ,1
පරයන්ගේ,1
පයියක,1
හරකුන්ගේ,1
දුන්නද,1
ඕකාට,1
ඕකා,1
වඳයෝ,1
කිම්බා,1
ගොනෙක්ද,1
ගොන්කම,1
හුක්,1
රන්නපොජිතයා,1
පොප්සියො,1
කොටි,1
පොන්නයනෙ,1
අරිනව,1
එක්ක,1
කනෙත්,1
ගුලි,1
හුටන්,1
අම්මලාගෙ,1
ලබ්බකුත්,1
පොටෝ,1
නකි,1
පඩත්තර,1
කාරයො,1
බුරුත්තටම,1
ගෑණූ,1
අසහනකාරයෙක්,1
පකවල්,1
වැද්ද,1
හුත්තලාට,1
මුංව,1
කාලකන්නියට,1
හොරාගේ,1
කම්බා,1
නසරානි,1
තමා,1
හංගොල්ලො,1
පකයොද,1
දදා,1
දිව,1
රෙද්දෙටද,1
සුන්තො,1
කදන්,1
දිවදාලා,1
හුකන්නමයි,1
කොලුකාරයා,1
පුකමයි,1
ඉගෙනගත්තේ,1
ආණ්ඩුවක්,1
උකන්නේ,1
කිම්බි,1
උකුණෙක්,1
කන්නින්ට,1
කාල,1
රස්තියාදු,1
අරූගෙ,1
අශුචි,1
බලපිය,1
අසහනකාර,1
ලෙඩ්ඩු,1
හුකවලා,1
හරකුනේ,1
වල,1
සමලිංගික,1
හුකෑස්,1
වල්ලකින්,1
හෙණගහන්න,1
වැහිනැති,1
කුනුහබ්බයක්වත්,1
පිෂ්ෂුඩ,1
නදකින්,1
පුකාදියත්,1
තං,1
කටුකන,1
එවැලිංජකන්,1
පාදඩයා,1
මහත,1
උබෙන්,1
pakaya,1
පයිසෙලා,1
මොන්ගල්,1
තමුසෙග,1
පස්සක්,1
මීයා,1
ගෑණුයි,1
බඩුයි,1
පලං,1
සල්ලාලයෙක්,1
හිකුවේ,1
පැටව්,1
ඇනීගෙන,1
බිම,1
ලින්ගිකයෙකු,1
පඩත්තරයන්ව,1
පකාලා,1
පකාල,1
චූටී,1
ගොබිලෙක්නේ,1
මාර,1
ඇන්නම,1
හැමිනුනත්,1
ගහගන්න,1
පොලොවේ,1
වැලහින්න,1
හුත්තවල්ම,1
උස්සන්ඩ,1
හුකන්නලද,1
ගොබ්බයොත්,1
හුත්තලට,1
පිට,1
අමනයෝ,1
ගොබිලන්ට,1
පිපුරුවත්,1
හුත්තලගේ,1
කෑහුට්ටී,1
ශුකානු,1
වාචාලයෙක්,1
පැටියෙක්ට,1
හුකාරිස්,1
හුකන්නක්ද,1
ඩයල්,1
පරයද,1
මගුල්,1
ගොනාට,1
යකඩ,1
පරයට,1
කරගන්ඩ,1
දෙයක්,1
එච්චර,1
වට්ටෝරුකිම්බ,1
හුටං,1
ලෙල්ල,1
හුට්ටෝ,1
අසුචි,1
ලොබි,1
කුනා,1
බිත්තියේ,1
ඉබ්බා,1
කාලක්ණ්නි,1
ඉඳකිං,1
යනවා,1
පතෝල,1
බුරි,1
හැමිනෙන්නියන්ගෙ,1
ගොන්පාලො,1
කාළකණ්ණි,1
තොපින්ට,1
අනුවන,1
ජෙප්පෝ,1
ජීවිත,1
ගනිල්ලා,1
ඇර,1
මන්ද,1
රෙද්දටද,1
පොන්සි,1
කිම්බෙන්,1
හුජ්ජබරට,1
හුකවගන්න,1
පොනනයා,1
සාපයක්ම,1
ඔබන,1
කාලකණ්ණියෙක්ද,1
කාලකණ්ණින්ය,1
මිනීමරු,1
සරංගලයක්,1
නොද්දකින්,1
වස්තු,1
හමනෙන්නඩම,1
අරින්න,1
ඔටු,1
නැමිලා,1
දෙකට,1
ගලවලා,1
ගහක්,1
හරකාට,1
පනික්කියා,1
තට්ටයාට,1
හුක්කට,1
පිපිම්පියා,1
දේශදෝරහි,1
බේරෙයි,1
දිග,1
නැවක්,1
දුලිප්පයියෙ,1
බැලියන්,1
තුං,1
වැස්සියෙක්,1
කේප්ප,1
කොල්ලාට,1
පැනි,1
පඩේකට,1
කැවියා,1
තනක්,1
තන,1
සෙප්පඩයින්ට,1
ගොයියට,1
රැළට,1
අමුඩ,1
මහලා,1
වහිනවා,1
බඩුවයි,1
බීල,1
හාන්න,1
ලනුවක්,1
නාස්,1
හිටහං,1
තමුසෙගේ,1
සිපයියොන්ට,1
බීලද,1
පකයලගෙ,1
ශෝ,1
දතාගේ,1
යහපාලු,1
ඉඳන්,1
ඔයි,1
කරන,1
කැරිවේසිගෙ,1
ටෞඩු,1
පොන්නයමයි,1
උගුඩුවා,1
මෝඩියා,1
නගින්නැතුව,1
හිවලෙක්ද,1
කොක්කු,1
පාලම්,1
අවජාතකයාගේ,1
අම්මගේ,1
පොනගලයෝ,1
හම්බයෝ,1
වේසිගේපුතා,1
ශික්,1
තූහ්,1
ගැනියක්ද,1
මිලේච්ඡ,1
ඉදකින්,1
ලිංගේ,1
බූතයා,1
තකතීරෑ,1
පොන්ගල,1
මැරියල්ලකෝ,1
මස්තබාල්දුයි,1
හැදිගැවිලාම,1
තොප,1
දෙමල්ලූ,1
වෙසගනෝ,1
හැල,1
හැලි,1
නරියා,1
මොංගලායා,1
පක්කලි,1
කාලකන්නින්ගෙන්,1
මොළේ,1
තිරිසනුන්,1
තම්බීන්ගේ,1
යකොව්,1
කාපං,1
හිකනලුන්ගේවත්,1
හම්බයා,1
බඩුත්,1
ඉයා,1
පුකාර,1
විකුනන,1
ගොබ්බයන්ගේ,1
වලත්තයෙක්,1
පිප්පියට,1
පාලකයන්,1
අකුලෝලා,1
පිස්සූ,1
මීහරක්ද,1
පකීර්ලව,1
අපතය,1
හුත්තියනේ,1
හුත්තටත්,1
නාකියො,1
වැස්සි,1
පිංගොනා,1
සෝදමූ,1
තව,1
සෝදමු,1
මූශලයා,1
අන්තවාදියෝ,1
හුකවල,1
චූන්,1
කලවැද්ද,1
පොන්නයගෙ,1
හුකන්නලට,1
කඩලා,1
පකයින්ගෙ,1
හුත්තිලා,1
සිප්පි,1
හුටා,1
කලකාන්නි,1
අසමජ්ජාතී,1
ම්ලේච්ඡ,1
ඉස්ටැයිලකින්,1
හූන,1
පුක්ලෝලි,1
බඩ්ඩ,1
හිකනලුන්ගේ,1
හරකුන්ගෙන්,1
සාපෙ,1
පචයාගේ,1
ඕනි,1
වඳුරු,1
අවුල්,1
මොලෙ,1
රොගියාට,1
සම්පතක්,1
රටට,1
තොපිලගේ,1
හි,1
ඌවත්,1
නිළිය,1
ලබ්බවල්වලින්,1
වර,1
එළු,1
කාලකන්ණිකම්,1
වට්ටි,1
සිබා,1
පරයෙක්මැයි,1
හපන්,1
හෝතඹුවා,1
හෝදලා,1
සට්ටැඹියන්ගෙ,1
බුරිය,1
පොර,1
උඔ,1
පුපේ,1
ලෙවන්නනෙ,1
කිහිලි,1
තුවාල,1
හකරෝ,1
මීයෙක්,1
වේසෙක්,1
බූරවො,1
බඩුවම්,1
ගෙම්බන්පිලයට,1
මෝලෝ,1
මෑටි,1
හැත්තයි,1
රෙන්ඩයි,1
පවුකාරයො,1
ගොඩයෝ,1
අම්මපා,1
ගහලත්,1
වැඩේ,1
බොටත්,1
කුහකයි,1
පලයනුත්තෝ,1
ගැහැණියක්,1
උට,1
පලාගන්නේ,1
ලෙවාස්,1
අලුගුත්තෙරුවෝ,1
බිජ්ජකද,1
කොල්ලන්ට,1
ලිංගෙම්බෝ,1
පම්කියෝද,1
උට්ටක්ද,1
කෙල්ලොන්ට,1
වේසියෙක්ට,1
පොල්බූරුවා,1
මැට්ටා,1
බල්ලියොත්,1
වේසොන්ට,1
හම්බයින්ට,1
හම්බයන්ට,1
රස්තියාදුකාරයා,1
ඔකූන්ගේ,1
තලන්න,1
කබ්බො,1
සිබාලා,1
නිදිකුම්බා,1
හැමනියන්,1
හරකුන්ට,1
හැත්තනෙ,1
පිස්සව,1
ගෑවෙන්න,1
පුත්තු,1
තුට්ටුදෙකේ,1
තකතීරුවෙක්,1
පිස්සාමූ,1
උම්මත්තකයෙක්මූ,1
නාකියාට,1
හරකුනුත්,1
පඩිගත්ත,1
යක්කූ,1
හොරාකන,1
නද්දකින්,1
අම්මගෙරෙද්ද,1
මැරියල්ල,1
මරාගෙන,1
ගවයා,1
ගලවනවා,1
සංගිලි,1
වීර,1
රිලව්,1
ගණයෝ,1
ටොයියෝ,1
අම්මාගේ,1
පයියෙ,1
බයිල,1
පුක්මන්ත,1
හිකනල්ලු,1
සෙට්,1
යකුනෙ,1
අරුන්ගේ,1
තිබ්බා,1
දේන්ඩ,1
හිනාව,1
පොන්නයෙක්ව,1
හුත්තයි,1
සමනල්ලු,1
උඹත්,1
ඕකි,1
සමලින්ගිකයෝ,1
නාකිවවිසේ,1
ඇටනමේ,1
බයියොන්ට,1
පොක්කු,1
පන්න,1
සිපයියන්ට,1
න්න,1
භූමිතෙල්,1
කොළුකාර,1
රැලටම,1
කාලකණ්ණිකම,1
මෝඩයින්ට,1
තම්බී,1
පුතානො,1
හුකාං,1
හුකන්නී,1
හුයන්නී,1
ඔනෙ,1
අපතයෝ,1
කිඹිස්ස,1
පයියාගල,1
හැමනෙන්නෙ,1
අල්ලගෙ,1
කැරිකම,1
බැල්ලියන්ගේ,1
කැරියන්ටද,1
කසයි,1
ගොබ්බම,1
හිටන්,1
කුම්භාණ්ඩයොන්ට,1
පෙරේතයො,1
කුම්භාණ්ඩයෝ,1
පෙරේතයෝ,1
අවජාතකයෙක්ට,1
පම්කෙක්,1
ගොන්බයියෝ,1
බඩුවටත්,1
ජන්ගි,1
අලියා,1
පනුවෙක්,1
දනවෝ,1
ඇදපන්,1
අමුඩයක්,1
කාළකන්නියා,1
අවජතක,1
ටහුක්,1
කාලක්ණ්නියා,1
කේ,1
නැගපං,1
අයිසේ,1
කුක්කුවට,1
කොටා,1
කෙල්ලෙක්,1
ටච්,1
හැඳිගෑවිලා,1
පාලනය,1
තම්බියෝ,1
හිකනල්,1
පරබල්ලෝ,1
දීපු,1
උත්තලා,1
වහපන්,1
බෙට්ට,1
ලැජ්ජායි,1
වේසියොඕකුං,1
හුම්මෙ,1
තංගැට,1
සුනකයා,1
හුකාගනින්,1
රීල,1
ලොල්ලා,1
හරකෙකු,1
බෞකාහන්,1
උඹල,1
බංකොලොත්,1
කහින,1
මුදලට,1
තක්කඩියෙක්,1
ඉස්සෝ,1
කික්කියො,1
කික්කියොන්ගේ,1
පබයා,1
ගුනමකුනා,1
නිවටයා,1
ඩබල්ගෙම්,1
තක්කඩියෙකි,1
ඇමිනෙන,1
ගෑණියෙක්ගේ,1
දෙදරං,1
ලදරං,1
ලිස්ට්,1
කුනුහරපය,1
කුනුහරුප,1
හිපියෙකු,1
හුකල,1
ගැහුවා,1
ලොක්,1
කාළකන්ණි,1
8216,1
හරකෙක්ගේ,1
වහුකුණු,1
හුත්තම,1
වේසාවි,1
ඉල්ලේ,1
අපතයින්ගෙ,1
වැසිකිළි,1
පාවාදෙන්නා,1
කාලකන්ණී,1
කාලකණී,1
